ID,degree,in_degree,out_degree,betweenness,eigenvector,date
202031,1,0,1,0.0,8.211974124807393e-20,2002-02-05
9806400,1,0,1,0.0,8.211974124807393e-20,1998-06-18
9803440,2,1,1,1.3219212648142662e-05,5.226921530439902e-16,1998-03-24
9804310,2,1,1,1.87920179802028e-05,2.154082932678228e-15,1998-04-17
9303230,3,3,0,0.0,5.344521023774459e-12,1993-03-08
9408384,3,3,0,0.0,5.344521023774459e-12,1994-08-29
9410331,1,1,0,0.0,7.451545320850212e-16,1994-10-20
9411435,1,1,0,0.0,7.451545320850212e-16,1994-11-29
9503431,1,1,0,0.0,7.451545320850212e-16,1995-03-24
9507378,3,3,0,0.0,5.344521023774459e-12,1995-07-21
9512230,1,1,0,0.0,7.451545320850212e-16,1995-12-04
9605432,1,1,0,0.0,7.451545320850212e-16,1996-05-30
9606203,1,1,0,0.0,7.451545320850212e-16,1996-06-03
9607448,2,2,0,0.0,1.7868434498168393e-15,1996-07-27
9608224,2,1,1,3.3825632364365045e-06,7.451545320850212e-16,1996-08-04
9609344,1,1,0,0.0,7.451545320850212e-16,1996-09-13
9609434,1,1,0,0.0,7.451545320850212e-16,1996-09-22
9609444,2,1,1,3.3825632364365045e-06,7.451545320850212e-16,1996-09-23
9609524,1,1,0,0.0,7.451545320850212e-16,1996-09-30
9610358,1,1,0,0.0,7.451545320850212e-16,1996-10-14
9611229,1,1,0,0.0,7.451545320850212e-16,1996-11-04
9612321,1,1,0,0.0,7.451545320850212e-16,1996-12-11
9612426,1,1,0,0.0,7.451545320850212e-16,1996-12-19
9612490,1,1,0,0.0,7.451545320850212e-16,1996-12-30
9701286,1,1,0,0.0,7.451545320850212e-16,1997-01-13
9701341,2,1,1,3.3825632364365045e-06,7.451545320850212e-16,1997-01-21
9702307,1,1,0,0.0,7.451545320850212e-16,1997-02-11
9703211,2,1,1,3.3825632364365045e-06,7.451545320850212e-16,1997-03-02
111053,1,0,1,0.0,8.211974124807393e-20,2000-01-28
111053,1,0,1,0.0,8.211974124807393e-20,2001-11-06
9404282,1,1,0,0.0,1.3672690558580606e-14,1994-04-18
9404283,1,1,0,0.0,1.3672690558580606e-14,1994-04-18
9408404,1,1,0,0.0,1.3672690558580606e-14,1994-08-31
9504327,1,1,0,0.0,1.3672690558580606e-14,1995-04-18
9612446,1,1,0,0.0,1.3672690558580606e-14,1996-12-22
9701396,1,1,0,0.0,1.3672690558580606e-14,1997-01-28
9711246,1,1,0,0.0,1.3672690558580606e-14,1997-11-06
9711262,1,1,0,0.0,1.3672690558580606e-14,1997-11-07
9711469,1,1,0,0.0,1.3672690558580606e-14,1997-11-25
9712224,1,1,0,0.0,1.3672690558580606e-14,1997-12-01
9712225,1,1,0,0.0,1.3672690558580606e-14,1997-12-01
9712287,1,1,0,0.0,1.3672690558580606e-14,1997-12-08
9802361,1,1,0,0.0,1.3672690558580606e-14,1998-02-19
9802433,1,1,0,0.0,1.3672690558580606e-14,1998-02-26
9804319,1,1,0,0.0,1.3672690558580606e-14,1998-04-17
9806348,1,1,0,0.0,1.3672690558580606e-14,1998-06-11
9808493,2,2,0,0.0,6.500992141798355e-05,1998-08-31
9809311,2,2,0,0.0,6.500992141798355e-05,1998-09-09
9810260,1,1,0,0.0,1.3672690558580606e-14,1998-10-06
9810397,1,1,0,0.0,1.3672690558580606e-14,1998-10-19
9810482,1,1,0,0.0,1.3672690558580606e-14,1998-10-26
9812278,1,1,0,0.0,1.3672690558580606e-14,1998-12-08
9812396,2,2,0,0.0,6.500992141798355e-05,1998-12-16
9812444,1,1,0,0.0,1.3672690558580606e-14,1998-12-19
8292,1,0,1,0.0,8.211974124807393e-20,2000-08-28
11355,2,0,2,0.0,8.211974124807393e-20,2000-11-28
201298,2,1,1,2.0412019530220286e-06,7.7767394961926e-17,2002-01-31
9905277,30,10,20,2.3328022320251757e-05,2.210581314656903e-15,1999-05-10
9301278,1,1,0,0.0,2.3040828520419612e-14,1993-01-26
9308226,1,1,0,0.0,2.3040828520419612e-14,1993-08-04
9308313,1,1,0,0.0,2.3040828520419612e-14,1993-08-20
9311256,1,1,0,0.0,2.3040828520419612e-14,1993-11-10
9312262,1,1,0,0.0,2.3040828520419612e-14,1993-12-10
9401288,1,1,0,0.0,2.3040828520419612e-14,1994-01-19
9403370,1,1,0,0.0,2.3040828520419612e-14,1994-03-27
9502378,1,1,0,0.0,2.3040828520419612e-14,1995-02-23
9508255,1,1,0,0.0,2.3040828520419612e-14,1995-08-07
9512225,2,2,0,0.0,6.500992142735168e-05,1995-12-04
9703437,1,1,0,0.0,2.3040828520419612e-14,1997-03-27
9705235,2,2,0,0.0,3.471127554788963e-14,1997-05-05
9706520,1,1,0,0.0,2.3040828520419612e-14,1997-06-26
9710216,1,1,0,0.0,2.3040828520419612e-14,1997-10-01
9711248,1,1,0,0.0,2.3040828520419612e-14,1997-11-06
9805422,1,1,0,0.0,2.3040828520419612e-14,1998-05-22
9810402,1,1,0,0.0,2.3040828520419612e-14,1998-10-19
9810421,1,1,0,0.0,2.3040828520419612e-14,1998-10-20
9901378,1,1,0,0.0,2.3040828520419612e-14,1999-01-22
9903518,3,3,0,0.0,6.500992143902214e-05,1999-03-29
6003,2,1,1,2.0412019530220286e-06,7.7767394961926e-17,2000-06-01
11266,1,0,1,0.0,8.211974124807393e-20,2000-11-21
4233,17,3,14,5.832005580062939e-06,1.0675566362249613e-17,2000-04-26
2229,2,1,1,0.0,2.2607564765594756e-16,2000-02-22
3207,2,1,1,0.0,2.2607564765594756e-16,2000-03-21
3328,1,1,0,0.0,2.2607564765594756e-16,2000-03-31
4086,1,1,0,0.0,2.2607564765594756e-16,2000-04-10
9907218,2,1,1,0.0,2.2607564765594756e-16,1999-07-04
9907447,2,1,1,0.0,2.2607564765594756e-16,1999-07-21
9909496,2,1,1,0.0,2.2607564765594756e-16,1999-09-23
9912552,2,1,1,0.0,2.2607564765594756e-16,1999-12-31
109064,44,21,23,4.5327643369489176e-05,0.00011205188847190302,2001-09-07
1230,1,1,0,0.0,0.0001071761415115133,2000-01-22
3326,3,3,0,0.0,0.00011042663948491245,2000-03-31
10177,1,1,0,0.0,0.0001071761415115133,2000-10-16
103044,2,2,0,0.0,0.00011042663948476059,2001-03-04
104121,1,1,0,0.0,0.0001071761415115133,2001-04-11
104134,2,2,0,0.0,0.00010717614151166516,2001-04-13
111107,4,3,1,0.0,0.00011042663948491245,2001-11-09
9404201,2,2,0,0.0,0.00010717614151151685,1994-04-01
9406214,2,2,0,0.0,0.00011042663948476059,1994-06-02
9409250,1,1,0,0.0,0.0001071761415115133,1994-09-07
9604327,1,1,0,0.0,0.0001071761415115133,1996-04-16
9604398,3,3,0,0.0,0.00011042663948491245,1996-04-24
9607440,1,1,0,0.0,0.0001071761415115133,1996-07-26
9612431,1,1,0,0.0,0.0001071761415115133,1996-12-20
9709449,1,1,0,0.0,0.0001071761415115133,1997-09-24
9801430,2,2,0,0.0,0.00010717614151203593,1998-01-29
9804212,1,1,0,0.0,0.0001071761415115133,1998-04-02
9804224,3,3,0,0.0,0.00011042663948491245,1998-04-03
9807540,1,1,0,0.0,0.0001071761415115133,1998-07-29
9810216,2,2,0,0.0,0.00010717614151203593,1998-10-01
9903478,2,2,0,0.0,0.00011042663948476059,1999-03-24
9910367,1,1,0,0.0,0.0001071761415115133,1999-10-16
9911367,2,2,0,0.0,0.00010717614151166516,1999-11-15
111114,2,1,1,0.0,1.519215213089368e-16,2001-11-09
9609256,2,2,0,0.0,3.2504979733992026e-06,1996-09-05
4171,2,1,1,0.0,4.485380266969801e-16,2000-04-18
110215,1,0,1,0.0,8.211974124807393e-20,2001-10-16
107197,26,12,14,1.7690416926190917e-05,1.1661003257226504e-16,2001-07-18
201206,1,0,1,0.0,8.211974124807393e-20,2002-01-22
9809352,1,0,1,0.0,8.211974124807393e-20,1998-09-12
9811363,2,1,1,0.0,4.485380266969801e-16,1998-11-17
9902293,2,1,1,0.0,4.485380266969801e-16,1999-02-10
202269,47,6,41,2.391122287825805e-05,2.1269012983251138e-17,2002-02-27
9909249,1,0,1,0.0,8.211974124807393e-20,1999-09-03
102255,4,3,1,1.5968710466027951e-06,0.22941560474559158,2001-02-20
111068,1,0,1,0.0,8.211974124807393e-20,2000-01-28
111068,1,0,1,0.0,8.211974124807393e-20,2001-11-07
9605258,28,5,23,9.493209083102452e-05,3.969019545976034e-14,1996-05-08
108079,1,0,1,0.0,8.211974124807393e-20,2001-08-08
104278,63,5,58,0.00017791626182691794,1.0226289257881377e-14,2001-04-26
103012,3,2,1,1.5968710466027951e-06,3.087849265264409e-13,2001-03-01
6097,1,1,0,0.0,1.0273179630134032e-13,2000-06-10
8209,1,1,0,0.0,1.0273179630134032e-13,2000-08-18
102122,5,5,0,0.0,0.22941560481874146,2001-02-09
102131,3,3,0,0.0,0.22941560481853465,2001-02-11
102146,5,5,0,0.0,0.22941560481874146,2001-02-12
102147,5,5,0,0.0,0.22941560481874146,2001-02-12
102180,3,3,0,0.0,0.22941560481853465,2001-02-14
102193,4,4,0,0.0,0.22941560481874068,2001-02-15
102199,4,4,0,0.0,0.22941560481874068,2001-02-15
102204,5,5,0,0.0,0.22941560481874146,2001-02-16
102211,2,2,0,0.0,0.22941560474538555,2001-02-16
102222,2,2,0,0.0,7.325182608203769e-11,2001-02-18
102238,2,2,0,0.0,7.325182608203769e-11,2001-02-19
102242,2,2,0,0.0,7.325182608203769e-11,2001-02-19
102259,4,3,1,0.0,0.22941560481853465,2001-02-21
102297,2,2,0,0.0,7.325182608203769e-11,2001-02-23
102304,3,2,1,1.5968710466027951e-06,3.087849265264409e-13,2001-02-24
102312,1,1,0,0.0,1.0273179630134032e-13,2001-02-26
102315,4,4,0,0.0,3.9342656502824327e-13,2001-02-26
102324,3,2,1,2.7361949938508045e-06,1.034768687136841e-13,2001-02-27
102344,3,3,0,0.0,3.0952999893878467e-13,2001-02-28
103034,1,1,0,0.0,1.0273179630134032e-13,2001-03-02
103048,3,2,1,1.5968710466027951e-06,3.087849265264409e-13,2001-03-05
103050,2,2,0,0.0,3.087849265264409e-13,2001-03-05
103054,2,2,0,0.0,3.087849265264409e-13,2001-03-06
103067,3,3,0,0.0,3.0952999893878467e-13,2001-03-06
103069,2,1,1,0.0,1.0273179630134032e-13,2001-03-07
103072,1,1,0,0.0,1.0273179630134032e-13,2001-03-07
103083,2,1,1,0.0,1.0273179630134032e-13,2001-03-08
103105,39,14,25,6.631341571758372e-05,1.1425742023793478e-11,2001-03-10
103126,1,1,0,0.0,1.0273179630134032e-13,2001-03-12
103127,1,1,0,0.0,1.0273179630134032e-13,2001-03-13
103182,3,3,0,0.0,3.0952999893878467e-13,2001-03-16
103183,3,2,1,5.5001911449358295e-06,3.087849265264409e-13,2001-03-16
103199,2,2,0,0.0,1.034768687136841e-13,2001-03-19
103218,4,2,2,7.097062191538622e-06,3.087849265264409e-13,2001-03-20
103223,2,1,1,0.0,1.0273179630134032e-13,2001-03-20
103224,4,2,2,7.097062191538622e-06,3.087849265264409e-13,2001-03-20
103235,1,1,0,0.0,1.0273179630134032e-13,2001-03-21
103247,1,1,0,0.0,1.0273179630134032e-13,2001-03-23
103256,2,2,0,0.0,3.087849265264409e-13,2001-03-23
103280,2,2,0,0.0,1.034768687136841e-13,2001-03-27
103317,1,1,0,0.0,1.0273179630134032e-13,2001-03-29
104056,1,1,0,0.0,1.0273179630134032e-13,2001-04-05
104106,2,2,0,0.0,3.087849265264409e-13,2001-04-11
104141,2,1,1,0.0,1.0273179630134032e-13,2001-04-14
104151,2,2,0,0.0,3.087849265264409e-13,2001-04-16
104174,2,2,0,0.0,3.087849265264409e-13,2001-04-18
104225,3,2,1,5.5001911449358295e-06,3.087849265264409e-13,2001-04-23
104242,2,1,1,1.6524015810178328e-05,1.0273179630134032e-13,2001-04-24
9902310,3,3,0,0.0,1.0629825666374417e-13,1999-02-10
9612293,1,0,1,0.0,8.211974124807393e-20,1996-12-09
9702375,1,0,1,0.0,8.211974124807393e-20,1997-02-20
9612333,1,0,1,0.0,8.211974124807393e-20,1996-12-11
9911262,1,0,1,0.0,8.211974124807393e-20,1999-11-05
9906234,1,0,1,0.0,8.211974124807393e-20,1999-06-03
9905266,1,0,1,0.0,8.211974124807393e-20,1999-05-06
7161,1,0,1,0.0,8.211974124807393e-20,2000-07-15
101033,2,0,2,0.0,8.211974124807393e-20,2001-01-03
107048,1,0,1,0.0,8.211974124807393e-20,2001-07-05
201195,2,1,1,1.4580013950157348e-06,3.613268614915252e-18,2002-01-22
201022,36,2,34,4.34484415714689e-05,6.1619369042904794e-15,2002-01-04
104316,1,0,1,0.0,8.211974124807393e-20,2001-04-30
3189,32,7,25,2.8576827342308404e-05,2.4800161856918278e-17,2000-03-20
2150,2,1,1,0.0,4.485380266969801e-16,2000-02-14
2264,1,1,0,0.0,5.226921530439902e-16,2000-02-25
9205214,2,2,0,0.0,2.6766929659809694e-15,1992-05-09
9402241,2,2,0,0.0,2.6766929659809694e-15,1994-02-07
9505359,2,2,0,0.0,2.6766929659809694e-15,1995-05-23
9610229,2,2,0,0.0,2.6766929659809694e-15,1996-10-03
9706239,1,1,0,0.0,5.226921530439902e-16,1997-06-03
9708483,2,2,0,0.0,9.711480599997217e-16,1997-08-29
9805281,2,2,0,0.0,2.6766929659809694e-15,1998-05-11
9806516,2,2,0,0.0,2.6766929659809694e-15,1998-06-29
9806540,1,1,0,0.0,5.226921530439902e-16,1998-06-30
9807216,2,2,0,0.0,8.516079950597265e-14,1998-07-02
9807267,1,1,0,0.0,5.226921530439902e-16,1998-07-07
9808307,2,2,0,0.0,2.6766929659809694e-15,1998-08-12
9811352,1,1,0,0.0,5.226921530439902e-16,1998-11-16
9901433,1,1,0,0.0,5.226921530439902e-16,1999-01-27
9903464,1,1,0,0.0,5.226921530439902e-16,1999-03-24
9905388,1,1,0,0.0,5.226921530439902e-16,1999-05-18
9905461,1,1,0,0.0,5.226921530439902e-16,1999-05-24
9910286,2,2,0,0.0,6.249435488590301e-14,1999-10-11
9912268,1,1,0,0.0,5.226921530439902e-16,1999-12-08
9911341,3,2,1,3.1104029760335676e-06,6.2420200759556e-14,1999-11-15
112177,1,0,1,0.0,8.211974124807393e-20,2001-12-13
5024,1,0,1,0.0,8.211974124807393e-20,2000-05-03
105096,1,0,1,0.0,8.211974124807393e-20,2001-05-10
108117,1,0,1,0.0,8.211974124807393e-20,2001-08-14
109156,1,0,1,0.0,8.211974124807393e-20,2001-09-18
6014,1,0,1,0.0,8.211974124807393e-20,2000-06-01
9910314,1,0,1,0.0,8.211974124807393e-20,1999-10-12
101350,2,1,1,0.0,4.485380266969801e-16,2001-01-31
6223,1,0,1,0.0,8.211974124807393e-20,2000-06-19
9712464,1,0,1,0.0,8.211974124807393e-20,1997-12-19
9611409,2,0,2,0.0,8.211974124807393e-20,1996-11-25
9706315,2,1,1,7.136106827827013e-05,7.451545320850212e-16,1997-06-10
9505289,1,0,1,0.0,8.211974124807393e-20,1995-05-11
111245,1,0,1,0.0,8.211974124807393e-20,2001-11-20
108059,1,0,1,0.0,8.211974124807393e-20,2001-08-06
3246,1,0,1,0.0,8.211974124807393e-20,2000-03-24
104047,1,0,1,0.0,8.211974124807393e-20,2001-04-04
9809517,1,0,1,0.0,8.211974124807393e-20,1998-09-24
9912236,1,0,1,0.0,8.211974124807393e-20,1999-12-03
9511342,1,0,1,0.0,8.211974124807393e-20,1995-11-16
111028,1,0,1,0.0,8.211974124807393e-20,2000-01-25
111028,1,0,1,0.0,8.211974124807393e-20,2001-11-02
101342,1,1,0,0.0,1.1159251638200775e-15,2001-01-31
102027,1,1,0,0.0,1.1159251638200775e-15,2001-02-02
104016,1,1,0,0.0,1.1159251638200775e-15,2001-04-02
104024,1,1,0,0.0,1.1159251638200775e-15,2001-04-02
106029,1,1,0,0.0,1.1159251638200775e-15,2001-06-04
9409381,1,1,0,0.0,1.1159251638200775e-15,1994-09-22
9411260,1,1,0,0.0,1.1159251638200775e-15,1994-11-10
9411426,3,3,0,0.0,1.4937580933024664e-15,1994-11-29
9412309,1,1,0,0.0,1.1159251638200775e-15,1994-07-02
9504241,2,2,0,0.0,1.777051491870419e-13,1995-04-06
9602340,1,1,0,0.0,1.1159251638200775e-15,1996-02-19
9602390,1,1,0,0.0,1.1159251638200775e-15,1996-02-25
9603349,1,1,0,0.0,1.1159251638200775e-15,1996-03-19
9606215,1,1,0,0.0,1.1159251638200775e-15,1996-06-04
9609202,1,1,0,0.0,1.1159251638200775e-15,1996-08-30
9712319,1,1,0,0.0,1.1159251638200775e-15,1997-12-09
9712368,1,1,0,0.0,1.1159251638200775e-15,1997-12-13
9805273,1,1,0,0.0,1.1159251638200775e-15,1998-05-10
9809470,2,2,0,0.0,1.1936104390407558e-15,1998-09-21
9810531,1,1,0,0.0,1.1159251638200775e-15,1998-10-29
9903387,2,2,0,0.0,0.22941560474528397,1999-03-17
9903394,1,1,0,0.0,1.1159251638200775e-15,1999-03-18
9909335,1,1,0,0.0,1.1159251638200775e-15,1999-09-13
9909537,1,1,0,0.0,1.1159251638200775e-15,1999-09-28
9911266,1,1,0,0.0,1.1159251638200775e-15,1999-11-08
9701343,1,0,1,0.0,8.211974124807393e-20,1997-01-21
9904299,1,0,1,0.0,8.211974124807393e-20,1999-04-12
9807443,6,4,2,3.3048031620356655e-05,7.557479787060251e-16,1998-07-21
106346,1,0,1,0.0,8.211974124807393e-20,2001-06-29
9505397,2,1,1,4.9766447616537095e-06,1.2642334165141024e-15,1995-05-28
9711217,1,0,1,0.0,8.211974124807393e-20,1997-11-04
201287,1,0,1,0.0,8.211974124807393e-20,2002-01-30
9809363,49,29,20,0.00011080810602119585,1.0248543707759627e-16,1998-09-14
111359,1,0,1,0.0,8.211974124807393e-20,2001-11-27
12184,30,14,16,4.2087640269454214e-05,4.9518203972588843e-17,2000-12-15
6319,1,0,1,0.0,8.211974124807393e-20,2000-06-28
9906311,1,0,1,0.0,8.211974124807393e-20,1999-06-10
9809205,1,0,1,0.0,8.211974124807393e-20,1998-09-01
9902312,1,0,1,0.0,8.211974124807393e-20,1999-02-11
9809458,1,0,1,0.0,8.211974124807393e-20,1998-09-20
9604202,1,0,1,0.0,8.211974124807393e-20,1996-04-01
9805488,1,0,1,0.0,8.211974124807393e-20,1998-05-27
9701291,40,20,20,3.88800372004196e-05,7.070509721459217e-17,1997-01-14
3154,4,3,1,4.895644684152833e-05,2.9521225781270094e-15,2000-03-16
9704450,2,0,2,0.0,8.211974124807393e-20,1997-04-30
9609210,25,11,14,1.9974619111715567e-05,1.2274355604608372e-14,1996-08-30
9701300,1,0,1,0.0,8.211974124807393e-20,1997-01-15
9905415,1,0,1,0.0,8.211974124807393e-20,1999-05-20
9905311,1,0,1,0.0,8.211974124807393e-20,1999-05-11
9304223,2,2,0,0.0,2.8991553450220077e-15,1993-04-06
9306290,2,2,0,0.0,4.00464144733462e-13,1993-06-18
9403290,2,2,0,0.0,2.8991553450220077e-15,1994-03-15
9502266,2,2,0,0.0,2.8991553450220077e-15,1995-02-09
9509256,1,1,0,0.0,2.8214700698013298e-15,1995-09-08
9601203,2,2,0,0.0,2.8991553450220077e-15,1996-01-02
9605353,1,1,0,0.0,2.8214700698013298e-15,1996-05-20
9703434,1,1,0,0.0,2.8214700698013298e-15,1997-03-26
9707258,1,1,0,0.0,2.8214700698013298e-15,1997-07-07
9710204,1,1,0,0.0,2.8214700698013298e-15,1997-10-01
9710371,1,1,0,0.0,2.8214700698013298e-15,1997-10-15
9712551,1,1,0,0.0,2.8214700698013298e-15,1997-12-31
9803466,1,1,0,0.0,2.8214700698013298e-15,1998-03-26
9806292,2,2,0,0.0,5.140544209087077e-12,1998-06-05
9808357,3,2,1,8.764208385594584e-05,2.8991553450220077e-15,1998-08-18
9809217,1,1,0,0.0,2.8214700698013298e-15,1998-09-01
9809582,1,1,0,0.0,2.8214700698013298e-15,1998-09-29
9810535,1,1,0,0.0,2.8214700698013298e-15,1998-10-29
9811337,1,1,0,0.0,2.8214700698013298e-15,1998-11-15
9811350,1,1,0,0.0,2.8214700698013298e-15,1998-11-16
9811356,1,1,0,0.0,2.8214700698013298e-15,1998-11-17
9811501,1,1,0,0.0,2.8214700698013298e-15,1998-11-28
9812401,1,1,0,0.0,2.8214700698013298e-15,1998-12-17
9812402,2,2,0,0.0,2.8991553450220077e-15,1998-12-17
9901209,1,1,0,0.0,2.8214700698013298e-15,1999-01-03
9902246,1,1,0,0.0,2.8214700698013298e-15,1999-02-05
9902263,1,1,0,0.0,2.8214700698013298e-15,1999-02-08
9902323,2,2,0,0.0,3.566542482145103e-15,1999-02-11
9902407,1,1,0,0.0,2.8214700698013298e-15,1999-02-19
9903294,1,1,0,0.0,2.8214700698013298e-15,1999-03-09
9903298,2,2,0,0.0,3.566542482145103e-15,1999-03-09
9903400,1,1,0,0.0,2.8214700698013298e-15,1999-03-18
9903479,1,1,0,0.0,2.8214700698013298e-15,1999-03-24
9904211,1,1,0,0.0,2.8214700698013298e-15,1999-04-01
9907362,1,0,1,0.0,8.211974124807393e-20,1999-07-14
9906431,1,0,1,0.0,8.211974124807393e-20,1999-06-21
9909523,1,0,1,0.0,8.211974124807393e-20,1999-09-28
7313,3,1,2,0.00017010872561717147,1.0354984688533647e-11,2000-07-27
3238,2,0,2,0.0,8.211974124807393e-20,2000-03-23
9909564,1,0,1,0.0,8.211974124807393e-20,1999-09-30
8226,2,0,2,0.0,8.211974124807393e-20,2000-08-22
9911233,1,0,1,0.0,8.211974124807393e-20,1999-11-04
9908340,1,0,1,0.0,8.211974124807393e-20,1999-08-12
9806462,1,0,1,0.0,8.211974124807393e-20,1998-06-24
7148,1,0,1,0.0,8.211974124807393e-20,2000-07-14
1297,1,1,0,0.0,7.7767394961926e-17,2000-01-28
8255,1,1,0,0.0,7.7767394961926e-17,2000-08-24
11336,1,1,0,0.0,7.7767394961926e-17,2000-11-28
101023,1,1,0,0.0,7.7767394961926e-17,2001-01-02
105003,1,1,0,0.0,7.7767394961926e-17,2001-05-01
105154,1,1,0,0.0,7.7767394961926e-17,2001-05-16
202018,2,2,0,0.0,8.12985438355932e-17,2002-02-04
9204229,1,1,0,0.0,7.7767394961926e-17,1992-04-22
9305348,1,1,0,0.0,7.7767394961926e-17,1993-05-31
9306320,2,2,0,0.0,1.4655089023131274e-15,1993-06-26
9309272,1,1,0,0.0,7.7767394961926e-17,1993-09-15
9312258,1,1,0,0.0,7.7767394961926e-17,1993-12-10
9401277,1,1,0,0.0,7.7767394961926e-17,1994-01-18
9402340,1,1,0,0.0,7.7767394961926e-17,1994-02-22
9409313,1,1,0,0.0,7.7767394961926e-17,1994-09-15
9410280,1,1,0,0.0,7.7767394961926e-17,1994-10-13
9602242,1,1,0,0.0,7.7767394961926e-17,1996-02-07
9608211,1,1,0,0.0,7.7767394961926e-17,1996-08-02
9608277,1,1,0,0.0,7.7767394961926e-17,1996-08-09
9706303,1,1,0,0.0,7.7767394961926e-17,1997-06-09
9709243,1,1,0,0.0,7.7767394961926e-17,1997-09-04
9801222,1,1,0,0.0,7.7767394961926e-17,1998-01-06
9801443,1,1,0,0.0,7.7767394961926e-17,1998-01-29
9802224,1,1,0,0.0,7.7767394961926e-17,1998-02-03
9802412,1,1,0,0.0,7.7767394961926e-17,1998-02-25
9805468,1,1,0,0.0,7.7767394961926e-17,1998-05-26
9812358,1,1,0,0.0,7.7767394961926e-17,1998-12-14
9812375,1,1,0,0.0,7.7767394961926e-17,1998-12-15
9905312,1,1,0,0.0,7.7767394961926e-17,1999-05-11
9707485,1,0,1,0.0,8.211974124807393e-20,1997-07-27
9203225,1,1,0,0.0,1.4866957955551365e-15,1992-03-30
9208221,1,1,0,0.0,1.4866957955551365e-15,1992-08-11
9209241,1,1,0,0.0,1.4866957955551365e-15,1992-09-15
9209262,1,1,0,0.0,1.4866957955551365e-15,1992-09-21
9307241,1,1,0,0.0,1.4866957955551365e-15,1993-07-10
9307242,1,1,0,0.0,1.4866957955551365e-15,1993-07-10
9307243,1,1,0,0.0,1.4866957955551365e-15,1993-07-10
9401276,1,1,0,0.0,1.4866957955551365e-15,1994-01-17
9406227,1,1,0,0.0,1.4866957955551365e-15,1994-06-03
9510421,1,1,0,0.0,1.4866957955551365e-15,1995-10-26
9510448,1,1,0,0.0,1.4866957955551365e-15,1995-10-30
9512228,1,1,0,0.0,1.4866957955551365e-15,1995-12-04
9512231,1,1,0,0.0,1.4866957955551365e-15,1995-12-05
9512242,1,1,0,0.0,1.4866957955551365e-15,1995-12-05
9605289,1,1,0,0.0,1.4866957955551365e-15,1996-05-13
9606326,1,1,0,0.0,1.4866957955551365e-15,1996-06-13
9612266,1,1,0,0.0,1.4866957955551365e-15,1996-12-05
9612441,1,1,0,0.0,1.4866957955551365e-15,1996-12-20
9701234,1,1,0,0.0,1.4866957955551365e-15,1997-01-07
110129,1,0,1,0.0,8.211974124807393e-20,2001-10-09
103080,1,0,1,0.0,8.211974124807393e-20,2001-03-07
201236,1,0,1,0.0,8.211974124807393e-20,2002-01-24
9910551,1,0,1,0.0,8.211974124807393e-20,1999-10-29
9903226,1,0,1,0.0,8.211974124807393e-20,1999-03-02
9910271,1,0,1,0.0,8.211974124807393e-20,1999-10-07
9508254,1,0,1,0.0,8.211974124807393e-20,1995-08-07
9701219,1,0,1,0.0,8.211974124807393e-20,1997-01-06
11323,1,0,1,0.0,8.211974124807393e-20,2000-11-27
11392,1,0,1,0.0,8.211974124807393e-20,2000-11-30
9909377,1,0,1,0.0,8.211974124807393e-20,1999-09-14
5142,1,0,1,0.0,8.211974124807393e-20,2000-05-15
102228,1,0,1,0.0,8.211974124807393e-20,2001-02-19
9809483,2,1,1,4.568404371049302e-05,9.437709806624386e-14,1998-09-22
9808299,1,0,1,0.0,8.211974124807393e-20,1998-08-11
9603315,1,0,1,0.0,8.211974124807393e-20,1996-03-14
101230,1,0,1,0.0,8.211974124807393e-20,2001-01-20
9901312,38,7,31,2.1092420181227632e-05,2.4800161856918278e-17,1999-01-14
101278,1,0,1,0.0,8.211974124807393e-20,2001-01-24
9911327,33,10,23,8.710748334444007e-05,3.53936084779198e-17,1999-11-12
9906341,1,0,1,0.0,8.211974124807393e-20,1999-06-11
107309,1,0,1,0.0,8.211974124807393e-20,2001-07-30
102130,21,5,16,7.776007440083919e-06,1.773786410958398e-17,2001-02-11
201071,6,0,6,0.0,8.211974124807393e-20,2002-01-10
9704323,27,8,19,1.4709614074158745e-05,2.833131073058542e-17,1997-04-14
109197,1,0,1,0.0,8.211974124807393e-20,2001-09-21
9906274,1,0,1,0.0,8.211974124807393e-20,1999-06-07
12057,29,14,15,2.036341948371976e-05,4.9518203972588843e-17,2000-12-05
2004,1,1,0,0.0,1.0417710374730663e-15,2000-02-01
9403364,1,1,0,0.0,1.0417710374730663e-15,1994-03-25
9407247,1,1,0,0.0,1.0417710374730663e-15,1994-07-06
9506283,2,2,0,0.0,1.3419186917347763e-15,1995-06-09
9602260,3,3,0,0.0,1.567912219649476e-15,1996-02-08
9612264,1,1,0,0.0,1.0417710374730663e-15,1996-12-05
9704452,1,1,0,0.0,1.0417710374730663e-15,1997-04-30
9807339,1,1,0,0.0,1.0417710374730663e-15,1998-07-11
9904206,1,1,0,0.0,1.0417710374730663e-15,1999-04-01
9907510,1,1,0,0.0,1.0417710374730663e-15,1999-07-27
9909387,1,1,0,0.0,1.0417710374730663e-15,1999-09-15
9911257,1,1,0,0.0,1.0417710374730663e-15,1999-11-05
9911302,1,1,0,0.0,1.0417710374730663e-15,1999-11-10
9912212,1,1,0,0.0,1.0417710374730663e-15,1999-12-01
9902416,14,3,11,3.1104029760335676e-06,1.0675566362249613e-17,1999-02-21
